orig_image,mask_image
images\revert_vertical_OFT_rat04_intact@002797.bmp,masks\revert_vertical_OFT_rat04_intact@002797.bmp
images\revert_vertical_OFT_rat04_intact@002917.bmp,masks\revert_vertical_OFT_rat04_intact@002917.bmp
images\revert_vertical_OFT_rat04_intact@003043.bmp,masks\revert_vertical_OFT_rat04_intact@003043.bmp
images\revert_vertical_OFT_rat04_intact@003163.bmp,masks\revert_vertical_OFT_rat04_intact@003163.bmp
images\revert_vertical_OFT_rat05_intact@000090.bmp,masks\revert_vertical_OFT_rat05_intact@000090.bmp
images\revert_vertical_OFT_rat05_intact@000170.bmp,masks\revert_vertical_OFT_rat05_intact@000170.bmp
images\revert_vertical_OFT_rat05_intact@000250.bmp,masks\revert_vertical_OFT_rat05_intact@000250.bmp
images\revert_vertical_OFT_rat05_intact@000376.bmp,masks\revert_vertical_OFT_rat05_intact@000376.bmp
images\revert_vertical_OFT_rat05_intact@000486.bmp,masks\revert_vertical_OFT_rat05_intact@000486.bmp
images\revert_vertical_OFT_rat05_intact@000611.bmp,masks\revert_vertical_OFT_rat05_intact@000611.bmp
images\revert_vertical_OFT_rat05_intact@000721.bmp,masks\revert_vertical_OFT_rat05_intact@000721.bmp
images\revert_vertical_OFT_rat05_intact@000862.bmp,masks\revert_vertical_OFT_rat05_intact@000862.bmp
images\revert_vertical_OFT_rat05_intact@000957.bmp,masks\revert_vertical_OFT_rat05_intact@000957.bmp
images\revert_vertical_OFT_rat05_intact@001092.bmp,masks\revert_vertical_OFT_rat05_intact@001092.bmp
images\revert_vertical_OFT_rat05_intact@001228.bmp,masks\revert_vertical_OFT_rat05_intact@001228.bmp
images\revert_vertical_OFT_rat05_intact@001338.bmp,masks\revert_vertical_OFT_rat05_intact@001338.bmp
images\revert_vertical_OFT_rat05_intact@001453.bmp,masks\revert_vertical_OFT_rat05_intact@001453.bmp
images\revert_vertical_OFT_rat05_intact@001589.bmp,masks\revert_vertical_OFT_rat05_intact@001589.bmp
images\revert_vertical_OFT_rat05_intact@001709.bmp,masks\revert_vertical_OFT_rat05_intact@001709.bmp
images\revert_vertical_OFT_rat05_intact@001824.bmp,masks\revert_vertical_OFT_rat05_intact@001824.bmp
images\revert_vertical_OFT_rat05_intact@001935.bmp,masks\revert_vertical_OFT_rat05_intact@001935.bmp
images\revert_vertical_OFT_rat05_intact@002195.bmp,masks\revert_vertical_OFT_rat05_intact@002195.bmp
images\revert_vertical_OFT_rat05_intact@002441.bmp,masks\revert_vertical_OFT_rat05_intact@002441.bmp
images\revert_vertical_OFT_rat05_intact@002662.bmp,masks\revert_vertical_OFT_rat05_intact@002662.bmp
images\revert_vertical_OFT_rat05_intact@002742.bmp,masks\revert_vertical_OFT_rat05_intact@002742.bmp
images\revert_vertical_OFT_rat05_intact@002817.bmp,masks\revert_vertical_OFT_rat05_intact@002817.bmp
images\revert_vertical_OFT_rat05_intact@002932.bmp,masks\revert_vertical_OFT_rat05_intact@002932.bmp
images\revert_vertical_OFT_rat05_intact@003018.bmp,masks\revert_vertical_OFT_rat05_intact@003018.bmp
images\revert_vertical_OFT_rat05_intact@003479.bmp,masks\revert_vertical_OFT_rat05_intact@003479.bmp
images\revert_vertical_OFT_rat06_intact@000130.bmp,masks\revert_vertical_OFT_rat06_intact@000130.bmp
images\revert_vertical_OFT_rat06_intact@000245.bmp,masks\revert_vertical_OFT_rat06_intact@000245.bmp
images\revert_vertical_OFT_rat06_intact@000386.bmp,masks\revert_vertical_OFT_rat06_intact@000386.bmp
images\revert_vertical_OFT_rat06_intact@000486.bmp,masks\revert_vertical_OFT_rat06_intact@000486.bmp
images\revert_vertical_OFT_rat06_intact@000626.bmp,masks\revert_vertical_OFT_rat06_intact@000626.bmp
images\revert_vertical_OFT_rat06_intact@000726.bmp,masks\revert_vertical_OFT_rat06_intact@000726.bmp
images\revert_vertical_OFT_rat06_intact@000877.bmp,masks\revert_vertical_OFT_rat06_intact@000877.bmp
images\revert_vertical_OFT_rat06_intact@000977.bmp,masks\revert_vertical_OFT_rat06_intact@000977.bmp
images\revert_vertical_OFT_rat06_intact@001087.bmp,masks\revert_vertical_OFT_rat06_intact@001087.bmp
images\revert_vertical_OFT_rat06_intact@001213.bmp,masks\revert_vertical_OFT_rat06_intact@001213.bmp
images\revert_vertical_OFT_rat06_intact@001355.bmp,masks\revert_vertical_OFT_rat06_intact@001355.bmp
images\revert_vertical_OFT_rat06_intact@001458.bmp,masks\revert_vertical_OFT_rat06_intact@001458.bmp
images\revert_vertical_OFT_rat06_intact@001594.bmp,masks\revert_vertical_OFT_rat06_intact@001594.bmp
images\revert_vertical_OFT_rat06_intact@001714.bmp,masks\revert_vertical_OFT_rat06_intact@001714.bmp
images\revert_vertical_OFT_rat06_intact@001834.bmp,masks\revert_vertical_OFT_rat06_intact@001834.bmp
images\revert_vertical_OFT_rat06_intact@001950.bmp,masks\revert_vertical_OFT_rat06_intact@001950.bmp
images\revert_vertical_OFT_rat06_intact@002090.bmp,masks\revert_vertical_OFT_rat06_intact@002090.bmp
images\revert_vertical_OFT_rat06_intact@002175.bmp,masks\revert_vertical_OFT_rat06_intact@002175.bmp
images\revert_vertical_OFT_rat06_intact@002486.bmp,masks\revert_vertical_OFT_rat06_intact@002486.bmp
images\revert_vertical_OFT_rat06_intact@002571.bmp,masks\revert_vertical_OFT_rat06_intact@002571.bmp
images\revert_vertical_OFT_rat06_intact@002682.bmp,masks\revert_vertical_OFT_rat06_intact@002682.bmp
images\revert_vertical_OFT_rat06_intact@002812.bmp,masks\revert_vertical_OFT_rat06_intact@002812.bmp
images\revert_vertical_OFT_rat06_intact@002927.bmp,masks\revert_vertical_OFT_rat06_intact@002927.bmp
images\revert_vertical_OFT_rat06_intact@003519.bmp,masks\revert_vertical_OFT_rat06_intact@003519.bmp
images\revert_vertical_OFT_rat06_intact@003805.bmp,masks\revert_vertical_OFT_rat06_intact@003805.bmp
images\revert_vertical_OFT_rat08_intact@000135.bmp,masks\revert_vertical_OFT_rat08_intact@000135.bmp
images\revert_vertical_OFT_rat08_intact@000245.bmp,masks\revert_vertical_OFT_rat08_intact@000245.bmp
images\revert_vertical_OFT_rat08_intact@000386.bmp,masks\revert_vertical_OFT_rat08_intact@000386.bmp
images\revert_vertical_OFT_rat08_intact@000486.bmp,masks\revert_vertical_OFT_rat08_intact@000486.bmp
images\revert_vertical_OFT_rat08_intact@000666.bmp,masks\revert_vertical_OFT_rat08_intact@000666.bmp
images\revert_vertical_OFT_rat08_intact@000731.bmp,masks\revert_vertical_OFT_rat08_intact@000731.bmp
images\revert_vertical_OFT_rat08_intact@000847.bmp,masks\revert_vertical_OFT_rat08_intact@000847.bmp
images\revert_vertical_OFT_rat08_intact@000972.bmp,masks\revert_vertical_OFT_rat08_intact@000972.bmp
images\revert_vertical_OFT_rat08_intact@001117.bmp,masks\revert_vertical_OFT_rat08_intact@001117.bmp
images\revert_vertical_OFT_rat08_intact@001208.bmp,masks\revert_vertical_OFT_rat08_intact@001208.bmp
images\revert_vertical_OFT_rat08_intact@001328.bmp,masks\revert_vertical_OFT_rat08_intact@001328.bmp
images\revert_vertical_OFT_rat08_intact@001463.bmp,masks\revert_vertical_OFT_rat08_intact@001463.bmp
images\revert_vertical_OFT_rat08_intact@001559.bmp,masks\revert_vertical_OFT_rat08_intact@001559.bmp
images\revert_vertical_OFT_rat08_intact@001794.bmp,masks\revert_vertical_OFT_rat08_intact@001794.bmp
images\revert_vertical_OFT_rat08_intact@001950.bmp,masks\revert_vertical_OFT_rat08_intact@001950.bmp
images\revert_vertical_OFT_rat08_intact@002130.bmp,masks\revert_vertical_OFT_rat08_intact@002130.bmp
images\revert_vertical_OFT_rat08_intact@002521.bmp,masks\revert_vertical_OFT_rat08_intact@002521.bmp
images\revert_vertical_OFT_rat08_intact@002536.bmp,masks\revert_vertical_OFT_rat08_intact@002536.bmp
images\revert_vertical_OFT_rat08_intact@002561.bmp,masks\revert_vertical_OFT_rat08_intact@002561.bmp
images\revert_vertical_OFT_rat08_intact@002647.bmp,masks\revert_vertical_OFT_rat08_intact@002647.bmp
images\revert_vertical_OFT_rat08_intact@002692.bmp,masks\revert_vertical_OFT_rat08_intact@002692.bmp
images\revert_vertical_OFT_rat08_intact@003479.bmp,masks\revert_vertical_OFT_rat08_intact@003479.bmp
images\revert_vertical_OFT_rat08_intact@003920.bmp,masks\revert_vertical_OFT_rat08_intact@003920.bmp
images\revert_vertical_OFT_rat08_intact@003950.bmp,masks\revert_vertical_OFT_rat08_intact@003950.bmp
images\revert_vertical_OFT_rat08_intact@004156.bmp,masks\revert_vertical_OFT_rat08_intact@004156.bmp
images\revert_vertical_OFT_TBI_01$000159&03_@000030.bmp,masks\revert_vertical_OFT_TBI_01$000159&03_@000030.bmp
images\revert_vertical_OFT_TBI_01$000159&03_@000074.bmp,masks\revert_vertical_OFT_TBI_01$000159&03_@000074.bmp
images\revert_vertical_OFT_TBI_01$000159&03_@000205.bmp,masks\revert_vertical_OFT_TBI_01$000159&03_@000205.bmp
images\revert_vertical_OFT_TBI_01$000159&03_@000245.bmp,masks\revert_vertical_OFT_TBI_01$000159&03_@000245.bmp
images\revert_vertical_OFT_TBI_01$000159&03_@000282.bmp,masks\revert_vertical_OFT_TBI_01$000159&03_@000282.bmp
images\revert_vertical_OFT_TBI_01$000159&03_@000342.bmp,masks\revert_vertical_OFT_TBI_01$000159&03_@000342.bmp
images\revert_vertical_OFT_TBI_01$000159&03_@000379.bmp,masks\revert_vertical_OFT_TBI_01$000159&03_@000379.bmp
images\revert_vertical_OFT_TBI_01$000159&03_@000541.bmp,masks\revert_vertical_OFT_TBI_01$000159&03_@000541.bmp
images\revert_vertical_OFT_TBI_01$000159&03_@000578.bmp,masks\revert_vertical_OFT_TBI_01$000159&03_@000578.bmp
images\revert_vertical_OFT_TBI_01$000159&03_@000643.bmp,masks\revert_vertical_OFT_TBI_01$000159&03_@000643.bmp
images\revert_vertical_OFT_TBI_01$000159&03_@000670.bmp,masks\revert_vertical_OFT_TBI_01$000159&03_@000670.bmp
images\revert_vertical_OFT_TBI_01$000159&03_@000712.bmp,masks\revert_vertical_OFT_TBI_01$000159&03_@000712.bmp
images\revert_vertical_OFT_TBI_01$000159&03_@000749.bmp,masks\revert_vertical_OFT_TBI_01$000159&03_@000749.bmp
images\revert_vertical_OFT_TBI_01$000159&03_@000763.bmp,masks\revert_vertical_OFT_TBI_01$000159&03_@000763.bmp
images\revert_vertical_OFT_TBI_01$000159&03_@000805.bmp,masks\revert_vertical_OFT_TBI_01$000159&03_@000805.bmp
images\revert_vertical_OFT_TBI_01$000159&03_@000888.bmp,masks\revert_vertical_OFT_TBI_01$000159&03_@000888.bmp
images\revert_vertical_OFT_TBI_01$000159&03_@000902.bmp,masks\revert_vertical_OFT_TBI_01$000159&03_@000902.bmp
images\revert_vertical_OFT_TBI_01$000159&03_@000930.bmp,masks\revert_vertical_OFT_TBI_01$000159&03_@000930.bmp
images\revert_vertical_OFT_TBI_01$000159&03_@001074.bmp,masks\revert_vertical_OFT_TBI_01$000159&03_@001074.bmp
images\revert_vertical_OFT_TBI_01$000159&03_@001115.bmp,masks\revert_vertical_OFT_TBI_01$000159&03_@001115.bmp
images\revert_vertical_OFT_TBI_01$000159&03_@001209.bmp,masks\revert_vertical_OFT_TBI_01$000159&03_@001209.bmp
images\revert_vertical_OFT_TBI_01$000159&03_@001318.bmp,masks\revert_vertical_OFT_TBI_01$000159&03_@001318.bmp
images\revert_vertical_OFT_TBI_01$000159&03_@001466.bmp,masks\revert_vertical_OFT_TBI_01$000159&03_@001466.bmp
images\revert_vertical_OFT_TBI_01$000159&03_@001638.bmp,masks\revert_vertical_OFT_TBI_01$000159&03_@001638.bmp
images\revert_vertical_OFT_TBI_01$000159&03_@001763.bmp,masks\revert_vertical_OFT_TBI_01$000159&03_@001763.bmp
images\revert_vertical_OFT_TBI_01$000159&03_@001948.bmp,masks\revert_vertical_OFT_TBI_01$000159&03_@001948.bmp
images\revert_vertical_OFT_TBI_01$000159&03_@001999.bmp,masks\revert_vertical_OFT_TBI_01$000159&03_@001999.bmp
images\revert_vertical_OFT_TBI_01$000159&03_@002355.bmp,masks\revert_vertical_OFT_TBI_01$000159&03_@002355.bmp
images\revert_vertical_OFT_TBI_01$000159&03_@002466.bmp,masks\revert_vertical_OFT_TBI_01$000159&03_@002466.bmp
images\revert_vertical_OFT_TBI_01$000159&03_@002591.bmp,masks\revert_vertical_OFT_TBI_01$000159&03_@002591.bmp
images\revert_vertical_OFT_TBI_01$000159&03_@002711.bmp,masks\revert_vertical_OFT_TBI_01$000159&03_@002711.bmp
images\revert_vertical_OFT_TBI_01$000159&03_@002966.bmp,masks\revert_vertical_OFT_TBI_01$000159&03_@002966.bmp
images\revert_vertical_OFT_TBI_01$000159&03_@003179.bmp,masks\revert_vertical_OFT_TBI_01$000159&03_@003179.bmp
images\revert_vertical_OFT_TBI_01$000159&03_@003239.bmp,masks\revert_vertical_OFT_TBI_01$000159&03_@003239.bmp
images\revert_vertical_OFT_TBI_01$000159&03_@003595.bmp,masks\revert_vertical_OFT_TBI_01$000159&03_@003595.bmp
images\revert_vertical_OFT_TBI_01$000159&03_@004044.bmp,masks\revert_vertical_OFT_TBI_01$000159&03_@004044.bmp
images\revert_vertical_OFT_TBI_02$000304&03_@000111.bmp,masks\revert_vertical_OFT_TBI_02$000304&03_@000111.bmp
images\revert_vertical_OFT_TBI_02$000304&03_@000226.bmp,masks\revert_vertical_OFT_TBI_02$000304&03_@000226.bmp
images\revert_vertical_OFT_TBI_02$000304&03_@000343.bmp,masks\revert_vertical_OFT_TBI_02$000304&03_@000343.bmp
images\revert_vertical_OFT_TBI_02$000304&03_@000425.bmp,masks\revert_vertical_OFT_TBI_02$000304&03_@000425.bmp
images\revert_vertical_OFT_TBI_02$000304&03_@000578.bmp,masks\revert_vertical_OFT_TBI_02$000304&03_@000578.bmp
images\revert_vertical_OFT_TBI_02$000304&03_@000740.bmp,masks\revert_vertical_OFT_TBI_02$000304&03_@000740.bmp
images\revert_vertical_OFT_TBI_02$000304&03_@001073.bmp,masks\revert_vertical_OFT_TBI_02$000304&03_@001073.bmp
images\revert_vertical_OFT_TBI_02$000304&03_@001189.bmp,masks\revert_vertical_OFT_TBI_02$000304&03_@001189.bmp
images\revert_vertical_OFT_TBI_02$000304&03_@001212.bmp,masks\revert_vertical_OFT_TBI_02$000304&03_@001212.bmp
images\revert_vertical_OFT_TBI_02$000304&03_@001267.bmp,masks\revert_vertical_OFT_TBI_02$000304&03_@001267.bmp
images\revert_vertical_OFT_TBI_02$000304&03_@001624.bmp,masks\revert_vertical_OFT_TBI_02$000304&03_@001624.bmp
images\revert_vertical_OFT_TBI_02$000304&03_@002100.bmp,masks\revert_vertical_OFT_TBI_02$000304&03_@002100.bmp
images\revert_vertical_OFT_TBI_02$000304&03__000425frame@000030.bmp,masks\revert_vertical_OFT_TBI_02$000304&03__000425frame@000030.bmp
images\revert_vertical_OFT_TBI_03$000343&03_@000030.bmp,masks\revert_vertical_OFT_TBI_03$000343&03_@000030.bmp
images\revert_vertical_OFT_TBI_03$000343&03_@000046.bmp,masks\revert_vertical_OFT_TBI_03$000343&03_@000046.bmp
images\revert_vertical_OFT_TBI_03$000343&03_@000161.bmp,masks\revert_vertical_OFT_TBI_03$000343&03_@000161.bmp
images\revert_vertical_OFT_TBI_03$000343&03_@000171.bmp,masks\revert_vertical_OFT_TBI_03$000343&03_@000171.bmp
images\revert_vertical_OFT_TBI_03$000343&03_@000222.bmp,masks\revert_vertical_OFT_TBI_03$000343&03_@000222.bmp
images\revert_vertical_OFT_TBI_03$000343&03_@000287.bmp,masks\revert_vertical_OFT_TBI_03$000343&03_@000287.bmp
images\revert_vertical_OFT_TBI_03$000343&03_@000393.bmp,masks\revert_vertical_OFT_TBI_03$000343&03_@000393.bmp
images\revert_vertical_OFT_TBI_03$000343&03_@000458.bmp,masks\revert_vertical_OFT_TBI_03$000343&03_@000458.bmp
images\revert_vertical_OFT_TBI_03$000343&03_@000522.bmp,masks\revert_vertical_OFT_TBI_03$000343&03_@000522.bmp
images\revert_vertical_OFT_TBI_03$000343&03_@000569.bmp,masks\revert_vertical_OFT_TBI_03$000343&03_@000569.bmp
images\revert_vertical_OFT_TBI_03$000343&03_@000629.bmp,masks\revert_vertical_OFT_TBI_03$000343&03_@000629.bmp
images\revert_vertical_OFT_TBI_03$000343&03_@000731.bmp,masks\revert_vertical_OFT_TBI_03$000343&03_@000731.bmp
images\revert_vertical_OFT_TBI_03$000343&03_@000814.bmp,masks\revert_vertical_OFT_TBI_03$000343&03_@000814.bmp
images\revert_vertical_OFT_TBI_03$000343&03_@000860.bmp,masks\revert_vertical_OFT_TBI_03$000343&03_@000860.bmp
images\revert_vertical_OFT_TBI_03$000343&03_@000930.bmp,masks\revert_vertical_OFT_TBI_03$000343&03_@000930.bmp
images\revert_vertical_OFT_TBI_03$000343&03_@000948.bmp,masks\revert_vertical_OFT_TBI_03$000343&03_@000948.bmp
images\revert_vertical_OFT_TBI_03$000343&03_@001022.bmp,masks\revert_vertical_OFT_TBI_03$000343&03_@001022.bmp
images\revert_vertical_OFT_TBI_03$000343&03_@001138.bmp,masks\revert_vertical_OFT_TBI_03$000343&03_@001138.bmp
images\revert_vertical_OFT_TBI_03$000343&03_@001166.bmp,masks\revert_vertical_OFT_TBI_03$000343&03_@001166.bmp
images\revert_vertical_OFT_TBI_03$000343&03_@001184.bmp,masks\revert_vertical_OFT_TBI_03$000343&03_@001184.bmp
images\revert_vertical_OFT_TBI_03$000343&03_@001263.bmp,masks\revert_vertical_OFT_TBI_03$000343&03_@001263.bmp
images\revert_vertical_OFT_TBI_03$000343&03_@001466.bmp,masks\revert_vertical_OFT_TBI_03$000343&03_@001466.bmp
images\revert_vertical_OFT_TBI_03$000343&03_@001536.bmp,masks\revert_vertical_OFT_TBI_03$000343&03_@001536.bmp
images\revert_vertical_OFT_TBI_03$000343&03_@001628.bmp,masks\revert_vertical_OFT_TBI_03$000343&03_@001628.bmp
images\revert_vertical_OFT_TBI_03$000343&03_@001735.bmp,masks\revert_vertical_OFT_TBI_03$000343&03_@001735.bmp
images\revert_vertical_OFT_TBI_03$000343&03_@001795.bmp,masks\revert_vertical_OFT_TBI_03$000343&03_@001795.bmp
images\revert_vertical_OFT_TBI_03$000343&03_@001837.bmp,masks\revert_vertical_OFT_TBI_03$000343&03_@001837.bmp
images\revert_vertical_OFT_TBI_03$000343&03_@001883.bmp,masks\revert_vertical_OFT_TBI_03$000343&03_@001883.bmp
images\revert_vertical_OFT_TBI_03$000343&03_@002082.bmp,masks\revert_vertical_OFT_TBI_03$000343&03_@002082.bmp
images\revert_vertical_OFT_TBI_03$000343&03_@002137.bmp,masks\revert_vertical_OFT_TBI_03$000343&03_@002137.bmp
images\revert_vertical_OFT_TBI_03$000343&03_@002443.bmp,masks\revert_vertical_OFT_TBI_03$000343&03_@002443.bmp
images\revert_vertical_OFT_TBI_03$000343&03_@002512.bmp,masks\revert_vertical_OFT_TBI_03$000343&03_@002512.bmp
images\revert_vertical_OFT_TBI_03$000343&03_@002531.bmp,masks\revert_vertical_OFT_TBI_03$000343&03_@002531.bmp
images\revert_vertical_OFT_TBI_03$000343&03_@003109.bmp,masks\revert_vertical_OFT_TBI_03$000343&03_@003109.bmp
images\revert_vertical_OFT_TBI_03$000343&03_@003313.bmp,masks\revert_vertical_OFT_TBI_03$000343&03_@003313.bmp
images\revert_vertical_OFT_TBI_03$000343&03_@003415.bmp,masks\revert_vertical_OFT_TBI_03$000343&03_@003415.bmp
images\revert_vertical_OFT_TBI_04$000339&03_@000030.bmp,masks\revert_vertical_OFT_TBI_04$000339&03_@000030.bmp
images\revert_vertical_OFT_TBI_04$000339&03_@000143.bmp,masks\revert_vertical_OFT_TBI_04$000339&03_@000143.bmp
images\revert_vertical_OFT_TBI_04$000339&03_@000198.bmp,masks\revert_vertical_OFT_TBI_04$000339&03_@000198.bmp
images\revert_vertical_OFT_TBI_04$000339&03_@000226.bmp,masks\revert_vertical_OFT_TBI_04$000339&03_@000226.bmp
images\revert_vertical_OFT_TBI_04$000339&03_@000356.bmp,masks\revert_vertical_OFT_TBI_04$000339&03_@000356.bmp
images\revert_vertical_OFT_TBI_04$000339&03_@000458.bmp,masks\revert_vertical_OFT_TBI_04$000339&03_@000458.bmp
images\revert_vertical_OFT_TBI_04$000339&03_@000559.bmp,masks\revert_vertical_OFT_TBI_04$000339&03_@000559.bmp
images\revert_vertical_OFT_TBI_04$000339&03_@000601.bmp,masks\revert_vertical_OFT_TBI_04$000339&03_@000601.bmp
images\revert_vertical_OFT_TBI_04$000339&03_@000615.bmp,masks\revert_vertical_OFT_TBI_04$000339&03_@000615.bmp
images\revert_vertical_OFT_TBI_04$000339&03_@000647.bmp,masks\revert_vertical_OFT_TBI_04$000339&03_@000647.bmp
images\revert_vertical_OFT_TBI_04$000339&03_@000791.bmp,masks\revert_vertical_OFT_TBI_04$000339&03_@000791.bmp
images\revert_vertical_OFT_TBI_04$000339&03_@000939.bmp,masks\revert_vertical_OFT_TBI_04$000339&03_@000939.bmp
images\revert_vertical_OFT_TBI_04$000339&03_@000999.bmp,masks\revert_vertical_OFT_TBI_04$000339&03_@000999.bmp
